Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Peripheral_Glucose_Catabolism_Pathways;g__Glucose_ABC_transport_system_periplasmic_sugar-binding_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Peripheral_Glucose_Catabolism_Pathways;g__Glucose_ABC_transporter_ATP-binding_subunit_(EC_3.6.3.-)	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Peripheral_Glucose_Catabolism_Pathways;g__Glucose-selective_porin_OprB	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Peripheral_Glucose_Catabolism_Pathways;g__Integral_membrane_sensor_signal_transduction_histidine_kinase_(EC_2.7.13.3)_glucose_catabolism_cluster	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate:ferredoxin_oxidoreductase;g__Pyruvate:ferredoxin_oxidoreductase_beta_subunit_(EC_1.2.7.1)	6	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate:ferredoxin_oxidoreductase;g__Pyruvate-flavodoxin_oxidoreductase_(EC_1.2.7.-)	0	6	1	1	628	0	2720	2268	1866	1652	1119	1366	462	2507	2657	1607	2256	1610	3356	2767	2771	2758	21
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__Alanine_dehydrogenase_(EC_1.4.1.1)	22	9	14	4	0	3	20	8	1	13	2	1	5	12	66	9	11	0	2	0	29	362	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__Alanine_racemase_biosynthetic_(EC_5.1.1.1)	0	0	3	0	251	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	1	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__D-alanine_aminotransferase_(EC_2.6.1.21)	27	4	10	31	0	5	29	3	533	5	1	1	5	16	67	2	3	0	4	5	40	217	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__D-serine_dehydratase_(EC_4.3.1.18)	30	6	13	3	199	7	2	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__L-alanine:glyoxylate_aminotransferase_(EC_2.6.1.44)	0	0	0	0	2	0	596	0	0	0	0	0	22	9	0	0	0	0	1	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__Omega-amino_acid--pyruvate_aminotransferase_(EC_2.6.1.18)	1	2	0	49	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__Predicted_L-serine_dehydratase_(EC_4.3.1.17)_TdcG	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_Alanine_Serine_Interconversions;g__Valine--pyruvate_aminotransferase_(EC_2.6.1.66)	0	0	0	0	303	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	1	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Aerobic_C4-dicarboxylate_transporter_for_fumarate_L-malate_D-malate_succunate_aspartate	33	7	21	19	371	12	4	0	0	0	0	0	57	0	0	0	0	0	0	0	2	1	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Malate_Na(+)_symporter	0	0	0	1	4	0	760	1155	79	963	725	818	229	1463	1528	902	1134	847	2128	1729	1533	1543	10
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Malate_permease	1	5	1	2	2	2	15	560	413	284	232	400	165	671	764	341	553	363	887	621	767	846	6
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Malolactic_enzyme_(EC_1.-.-.-)	3	13	1	0	2	0	38	1722	124	1534	1233	1218	378	1738	2107	1192	1653	1164	2512	2184	2169	2162	17
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Malolactic_regulator	0	2	0	1	0	0	17	82	6	151	39	39	50	86	91	44	129	75	69	60	45	101	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__NAD-dependent_malic_enzyme_(EC_1.1.1.38)	1	0	3	28	245	0	447	16	26	82	5	13	82	100	44	1	1	69	21	13	4	6	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__NADP-dependent_malic_enzyme_(EC_1.1.1.40)	5	0	0	42	408	2	44	1	30	14	9	2	114	19	54	11	10	1	7	9	41	296	1
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Phosphoenolpyruvate_carboxykinase_[ATP]_(EC_4.1.1.49)	31	13	26	37	397	6	177	1267	841	1154	905	987	527	1352	1789	956	1237	962	2066	1572	1557	1707	15
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Phosphoenolpyruvate_carboxykinase_[GTP]_(EC_4.1.1.32)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	215	0	3	1	2	199	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Positive_regulator_of_Tartrate_dehydrogenase/decarboxylase/D-malic_enzyme	0	0	1	0	19	0	0	0	1	0	0	0	23	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Pyruvate_carboxyl_transferase_(EC_6.4.1.1)	100	5	56	47	12	21	329	3243	1715	3617	3270	2390	1172	3823	4656	3056	3812	2894	4903	4380	4237	6121	145
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Pyruvate_carboxyl_transferase_subunit_A_(EC_6.4.1.1)	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Pyruvate_carboxyl_transferase_subunit_B_(EC_6.4.1.1)	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	2	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Pyruvate_kinase_(EC_2.7.1.40)	2459	1312	1916	2123	487	1833	2110	2001	608	2072	1549	1380	584	2082	2550	1629	2170	1651	3033	2435	2585	3058	54
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Pyruvatephosphate_dikinase_(EC_2.7.9.1)	0	0	0	38	5	0	1381	37	6	150	13	32	59	102	553	22	25	3	22	88	243	1147	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Two-component_response_regulator_malate_(EC_2.7.3.-)	21	3	4	7	0	4	167	3	0	16	0	5	4	0	3	0	1	0	0	1	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_I:_anaplerotic_reactions_PEP;g__Two-component_sensor_histidine_kinase_malate_(EC_2.7.3.-)	0	0	0	0	2	0	716	12	1	78	19	13	17	36	3	0	0	40	111	0	58	1	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Acetaldehyde_dehydrogenase_(EC_1.2.1.10)	4271	2494	3324	3661	479	3106	1956	1421	155	1301	1106	1011	656	1518	1676	1190	1533	1182	2257	1684	1729	1924	25
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Acetyl-CoA_synthetase_(ADP-forming)_alpha_and_beta_chains_putative	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Acetyltransferase_AcuA_acetyl-CoA_synthetase_inhibitor	0	0	0	0	0	0	10	2	0	7	0	0	2	3	48	1	1	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Acylphosphate_phosphohydrolase_(EC_3.6.1.7)_putative	636	391	493	548	105	538	303	1	0	3	3	0	10	6	11	4	24	0	0	2	13	129	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Dihydrolipoamide_acetyltransferase_component_of_pyruvate_dehydrogenase_complex_(EC_2.3.1.12)	25	5	16	39	322	6	1217	1357	194	1864	1388	866	595	1536	2039	1369	1940	1166	1891	1672	1615	2399	187
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Dihydrolipoamide_dehydrogenase_of_pyruvate_dehydrogenase_complex_(EC_1.8.1.4)	28	12	20	26	197	5	1008	1717	137	1881	1339	849	513	2144	2148	1538	1901	1510	2543	2259	2429	3660	102
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Lactate_2-monooxygenase_(EC_1.13.12.4)	0	2	0	0	283	0	0	1674	133	2112	1553	1078	535	1880	1671	1490	2185	1574	2420	2014	1880	2567	101
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__NAD-independent_protein_deacetylase_AcuC	25	1	10	3	0	8	7	4	0	10	1	2	5	0	47	0	4	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Protein_acetyltransferase	0	0	0	0	531	0	0	0	0	0	0	0	108	0	0	1	0	0	2	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Putative_membrane_protein_clustering_with_ActP	4	0	0	0	129	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Pyruvate_decarboxylase_(EC_4.1.1.1)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	1	1	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Pyruvate_dehydrogenase_E1_component_(EC_1.2.4.1)	5	0	3	4	518	0	2	0	19	0	0	0	129	2	1	4	141	0	11	1	6	202	1
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Pyruvate_oxidase_(EC_1.2.3.3)	3	8	1	1	0	0	18	1386	106	1666	1520	845	469	1407	1494	1354	1770	1282	2253	1799	1821	1726	120
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__Pyruvate_metabolism_II:_acetyl-CoA_acetogenesis_from_pyruvate;g__Pyruvate_oxidase_[ubiquinone_cytochrome]_(EC_1.2.2.2)	1	0	0	3	324	0	60	16	702	89	14	32	60	79	6	18	25	3	25	69	240	945	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Citrate_lyase_gamma_chain_acyl_carrier_protein_(EC_4.1.3.6)	0	2	0	0	59	0	225	4	1	10	0	2	5	3	1	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Dihydrolipoamide_succinyltransferase_component_(E2)_of_2-oxoglutarate_dehydrogenase_complex_(EC_2.3.1.61)	26	5	10	26	578	7	58	6	2	22	8	5	51	23	181	13	59	0	11	22	105	635	1
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Fumarate_hydratase_class_I_(EC_4.2.1.2)	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Fumarate_hydratase_class_II_(EC_4.2.1.2)	42	18	16	24	206	12	83	19	485	65	10	14	41	30	51	16	128	0	7	11	41	407	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__hypothetical_protein_that_often_co-occurs_with_aconitase	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Isocitrate_dehydrogenase_[NAD]_(EC_1.1.1.41)	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Malate:quinone_oxidoreductase_(EC_1.1.99.16)	37	5	14	6	385	8	255	42	8	110	29	34	129	328	552	60	105	5	53	142	374	2194	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Succinyl-CoA_ligase_[ADP-forming]_alpha_chain_(EC_6.2.1.5)	1424	730	1163	1311	435	892	728	14	2	13	3	3	32	17	247	2	87	1	7	32	61	325	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Succinyl-CoA_ligase_[ADP-forming]_beta_chain_(EC_6.2.1.5)	2030	527	1516	946	577	1453	488	3	2	13	1	2	40	19	109	4	115	1	12	38	89	518	0
c__Carbohydrates;o__Central_carbohydrate_metabolism;f__TCA_Cycle;g__Transcriptional_regulator_of_succinyl_CoA_synthetase_operon	0	0	0	0	114	0	0	8	0	36	0	11	12	1	2	0	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Fructose-16-bisphosphatase_GlpX_type_(EC_3.1.3.11)	24	0	12	14	606	6	1	0	474	0	0	0	63	0	0	1	96	0	0	0	0	110	0
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Fructose-bisphosphate_aldolase_class_II_(EC_4.1.2.13)	2382	1438	1823	2049	597	1614	2013	2480	772	2327	2189	1839	955	2879	3462	2167	3015	2158	3819	3205	2787	3206	40
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__NAD-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.12)	1186	734	906	1177	239	961	1357	1508	586	2762	2268	898	517	2587	2148	1476	1781	1300	2196	1794	1669	2150	198
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__NADPH-dependent_glyceraldehyde-3-phosphate_dehydrogenase_(EC_1.2.1.13)	32	5	12	6	0	5	31	5	2	48	5	4	8	17	24	8	166	1	11	8	37	341	0
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Phosphoribulokinase_(EC_2.7.1.19)	0	0	0	0	284	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Ribose_5-phosphate_isomerase_A_(EC_5.3.1.6)	1115	673	960	1022	184	856	655	93	8	287	215	70	110	93	84	104	172	76	126	74	116	304	2
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Ribulose-phosphate_3-epimerase_(EC_5.1.3.1)	873	495	712	816	176	626	804	916	364	1049	924	648	386	837	1040	787	1009	798	1431	1197	956	1351	29
c__Carbohydrates;o__CO2_fixation;f__Calvin-Benson_cycle;g__Transketolase_N-terminal_section_(EC_2.2.1.1)	0	3	0	8	108	4	6	0	492	0	0	0	116	0	0	4	2	0	0	6	6	6	0
c__Carbohydrates;o__CO2_fixation;f__Carboxysome;g__High-affnity_carbon_uptake_protein_Hat/HatR	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Carboxysome;g__NADH_dehydrogenase_(EC_1.6.99.3)	43	13	17	25	239	8	2402	1328	166	1726	1403	918	593	1577	1595	1365	1758	1270	1877	1538	1611	2645	226
c__Carbohydrates;o__CO2_fixation;f__CO2_uptake_carboxysome;g__Bicarbonate_transporter_bicarbonate_binding_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__CO2_uptake_carboxysome;g__Hypothetical_transmembrane_protein_coupled_to_NADH-ubiquinone_oxidoreductase_chain_5_homolog	83	23	47	12	1	21	142	20	5	36	14	17	26	71	490	29	24	1	24	103	288	1569	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__2-oxoglutarate/malate_translocator	0	0	0	1	0	1	581	133	1161	95	42	89	75	541	429	209	211	12	144	219	372	1618	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Dihydrolipoamide_dehydrogenase_(EC_1.8.1.4)	1692	1001	1435	1526	176	1333	838	76	501	101	75	94	49	126	270	84	183	57	102	182	192	396	1
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Glycine_cleavage_system_H_protein	716	418	524	591	122	529	618	6	1	20	3	22	21	33	93	9	26	20	16	25	65	233	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Glycine_dehydrogenase_[decarboxylating]_(glycine_cleavage_system_P1_protein)_(EC_1.4.4.2)	26	4	16	6	0	5	42	6	1	19	3	4	8	17	81	6	10	0	2	5	49	296	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Glycolate_dehydrogenase_(EC_1.1.99.14)_FAD-binding_subunit_GlcE	29	6	19	18	230	12	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Glycolate_dehydrogenase_(EC_1.1.99.14)_iron-sulfur_subunit_GlcF	1	0	0	16	302	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Glycolate_oxidase_(EC_1.1.3.15)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__CO2_fixation;f__Photorespiration_(oxidative_C2_cycle);g__Malate_synthase_(EC_2.3.3.9)	6	0	0	1	399	0	0	0	0	1	0	0	49	0	0	0	0	0	0	1	0	1	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__6-phospho-beta-glucosidase_(EC_3.2.1.86)	33	50	24	6	609	8	3930	5456	470	3967	4426	4636	2211	6901	8233	4607	6011	4135	8871	7842	6924	5107	97
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__6-phospho-beta-glucosidase_ascB_(EC_3.2.1.86)	0	0	0	0	0	0	0	0	1	0	0	0	47	1	0	0	0	0	1	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__AscBF_operon_repressor	0	0	0	0	0	1	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Beta-glucanase_precursor_(EC_3.2.1.73)	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Beta-glucosidase_(EC_3.2.1.21)	4908	2852	3647	4288	150	3650	3586	3221	242	2710	3252	2549	1299	3977	4501	2628	3360	2157	4979	3576	4413	3050	107
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Beta-glucoside_bgl_operon_antiterminator_BglG_family	719	571	752	611	195	412	954	1513	92	1191	1108	1071	525	1728	2003	806	1333	1016	2369	1790	2126	2067	24
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Cellobiose_phosphotransferase_system_YdjC-like_protein	4	1	6	2	135	1	474	725	54	685	705	705	298	885	1181	714	900	660	1281	1054	977	746	23
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Glucokinase_ROK_family_(EC_2.7.1.2)	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Outer_surface_protein_of_unknown_function_cellobiose_operon	0	4	1	2	9	0	1837	1172	92	1122	767	823	365	1417	1640	843	1224	1075	1878	1511	1765	1799	29
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Periplasmic_beta-glucosidase_(EC_3.2.1.21)	225	107	117	158	417	153	54	0	0	0	0	0	48	0	0	0	0	0	0	0	0	1	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Predicted_beta-glucoside_transporter_GPH_family	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Predicted_beta-glucoside-regulated_ABC_transport_system_permease_component_2_COG0395	8	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_arbutin-_cellobiose-_and_salicin-specific_IIBC_component_(EC_2.7.1.69)	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_beta-glucoside-specific_IIA_component_(EC_2.7.1.69)	2	12	0	1	86	0	1349	727	71	449	541	603	211	1100	881	559	723	519	1278	1211	1027	791	3
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_beta-glucoside-specific_IIB_component_(EC_2.7.1.69)	2149	1264	1625	1772	209	1596	1153	1311	81	790	1050	1425	697	1587	2359	1132	1192	873	2136	1625	1502	384	24
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_beta-glucoside-specific_IIC_component_(EC_2.7.1.69)	1	9	1	2	202	0	19	363	37	292	392	419	173	518	526	305	366	439	874	518	630	374	1
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_cellobiose-specific_IIA_component_(EC_2.7.1.69)	1	3	0	0	34	0	264	1191	71	845	780	788	421	1290	1572	859	1136	658	1826	1301	1398	1128	12
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_cellobiose-specific_IIB_component_(EC_2.7.1.69)	0	2	0	0	7	0	688	1050	71	898	966	999	510	1454	1622	881	1229	658	1909	1243	1685	980	20
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_cellobiose-specific_IIC_component_(EC_2.7.1.69)	1	58	16	19	43	5	4222	8325	757	6591	6686	6466	2773	10131	11539	6123	8228	5471	12508	9184	9801	7500	219
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_diacetylchitobiose-specific_IIA_component_(EC_2.7.1.6	0	0	0	0	0	0	0	0	0	18	1	0	20	1	29	0	0	0	0	0	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_diacetylchitobiose-specific_IIB_component_(EC_2.7.1.69)	0	0	0	0	0	0	19	1	0	7	0	1	2	2	39	0	0	0	0	0	0	1	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__PTS_system_diacetylchitobiose-specific_IIC_component_(EC_2.7.1.69)	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Beta-Glucoside_Metabolism;g__Transcriptional_antiterminator_of_lichenan_operon_BglG_family	1	0	1	0	12	1	908	1171	67	945	1025	1013	526	1346	1635	968	1238	1025	1823	1475	1375	1229	28
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__Alpha-galactosidase_(EC_3.2.1.22)	3221	1859	2509	2665	378	2201	1583	2376	110	2058	2170	2367	1030	3118	4524	1458	2310	1513	4187	3789	3780	3253	32
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__Alpha-mannosidase_(EC_3.2.1.24)	9817	5691	7779	8949	634	7226	4746	1893	87	1003	1217	1741	496	2277	2939	1276	1799	1108	3248	2914	2773	2443	25
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__Glucan_16-alpha-glucosidase_(EC_3.2.1.70)	1984	1174	1418	1664	64	1437	967	120	2	63	80	48	29	80	88	33	126	68	329	139	214	12	5
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__Hyaluronoglucosaminidase_(EC_3.2.1.35)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__MSM_(multiple_sugar_metabolism)_operon_regulatory_protein	3925	2208	3045	3413	133	2913	1882	430	41	406	361	315	148	546	560	354	508	352	796	533	532	572	10
c__Carbohydrates;o__Di-_and_oligosaccharides;f__Fructooligosaccharides(FOS)_and_Raffinose_Utilization;g__Multiple_sugar_ABC_transporter_membrane-spanning_permease_protein_MsmF	5453	1941	3897	2621	186	3954	2674	1089	70	1022	1563	1050	599	1919	1777	936	1498	793	2520	1499	2266	1484	39
