Header	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__Prosthecochloris aestuarii	0	0	0	0	0	0	21	2	0	5	0	2	1	2	46	1	0	0	0	0	0	1	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aggregans	9	1	4	26	1	7	0	0	5	32	4	7	0	2	159	32	9	25	243	3	4	41	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus aurantiacus	0	0	0	0	0	0	0	116	7	70	65	79	18	108	98	66	106	87	131	177	108	98	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Chloroflexales;f__Chloroflexaceae;g__Chloroflexus;s__Chloroflexus sp. Y-400-fl	89	10	2	5	8	0	1	1	1	4	0	1	17	2	80	32	28	1	93	14	1	8	0
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus;s__Roseiflexus castenholzii	3	11	4	16	1	3	10	73	413	145	138	165	39	225	187	154	174	93	184	149	194	149	6
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus;s__Roseiflexus sp. RS-1	16	11	16	7	1	2	25	236	216	184	175	177	51	156	176	170	203	151	261	312	210	224	6
k__Bacteria;p__Chloroflexi;c__Chloroflexi (class);o__Herpetosiphonales;f__Herpetosiphonaceae;g__Herpetosiphon;s__Herpetosiphon aurantiacus	2	9	4	3	35	4	0	155	41	81	105	98	28	185	127	122	141	121	259	180	235	204	1
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__unclassified (derived from Dehalococcoidetes);f__unclassified (derived from Dehalococcoidetes);g__Dehalococcoides;s__Dehalococcoides ethenogenes	1	0	1	0	0	0	0	24	35	1	0	0	13	15	29	26	43	19	1	1	1	1	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__unclassified (derived from Dehalococcoidetes);f__unclassified (derived from Dehalococcoidetes);g__Dehalococcoides;s__Dehalococcoides sp. BAV1	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__unclassified (derived from Dehalococcoidetes);f__unclassified (derived from Dehalococcoidetes);g__Dehalococcoides;s__Dehalococcoides sp. CBDB1	0	0	0	0	0	0	0	0	65	1	1	0	0	1	0	0	6	0	0	3	0	0	0
k__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__unclassified (derived from Dehalococcoidetes);f__unclassified (derived from Dehalococcoidetes);g__Dehalococcoides;s__Dehalococcoides sp. VS	0	0	0	0	0	0	5	4	40	0	0	1	0	1	21	0	0	0	0	0	1	0	0
k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter;s__Ktedonobacter racemifer	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	13	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia (class);o__Sphaerobacterales;f__Sphaerobacteraceae;g__Sphaerobacter;s__Sphaerobacter thermophilus	53	1	0	16	0	62	0	65	14	0	0	0	15	0	1	9	19	0	0	0	1	133	0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia (class);o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;s__Thermomicrobium roseum	3	47	14	56	0	3	50	0	57	202	161	56	39	3	3	1	225	137	0	0	201	28	0
k__Bacteria;p__Cyanobacteria;c__Gloeobacteria;o__Gloeobacterales;f__unclassified (derived from Gloeobacterales);g__Gloeobacter;s__Gloeobacter violaceus	369	245	342	333	69	349	199	34	162	2	47	0	11	97	73	33	91	48	86	40	37	128	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Crocosphaera;s__Crocosphaera watsonii	0	0	0	0	0	0	0	0	7	1	0	0	28	1	0	0	34	0	0	0	1	17	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. ATCC 51142	122	59	76	125	0	34	52	1	24	32	26	1	24	1	36	0	1	14	0	0	15	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. CCY0110	54	5	12	0	3666	154	2	4	43	12	111	6	1604	5	38	399	5	5	32	0	0	1	6177
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. PCC 7424	0	1	0	0	0	0	8	7	70	4	0	2	8	6	132	0	0	1	0	0	0	1	1
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. PCC 7425	0	0	0	6	37	0	1	0	89	0	0	0	0	1	0	0	7	0	2	0	1	1	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. PCC 7822	2	3	1	4	0	2	0	0	127	4	0	0	4	0	0	0	0	0	1	108	1	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. PCC 8801	1	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	6	0	0	0	1	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Cyanothece;s__Cyanothece sp. PCC 8802	1	51	26	52	0	19	5	1	167	8	0	14	2	8	0	27	45	1	11	18	41	10	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Microcystis;s__Microcystis aeruginosa	1	4	3	1	0	12	0	11	29	51	125	40	11	53	231	47	165	45	204	125	164	116	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus elongatus	97	47	2	0	0	16	48	72	195	30	2	4	11	0	6	0	17	0	1	60	2	1	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. CC9311	14	26	76	0	1	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. CC9605	132	60	137	69	1	131	46	1	29	0	0	0	0	0	0	1	8	0	0	1	0	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. CC9902	47	32	12	111	1	13	49	0	71	0	0	0	0	0	0	0	7	0	0	0	0	1	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. JA-2-3B'a(2-13)	265	89	62	189	8	51	95	0	56	1	1	1	1	0	1	8	15	0	0	0	1	1	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. JA-3-3Ab	192	111	167	137	5	218	73	0	104	1	2	2	1	0	4	17	1	2	0	6	2	3	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. RCC307	164	100	195	263	5	186	131	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. RS9917	19	2	6	22	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. WH 7803	0	0	0	0	0	0	0	1	115	5	1	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechococcus;s__Synechococcus sp. WH 8102	36	1	5	5	0	1	1	0	72	0	1	0	12	0	0	0	10	0	0	0	3	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Synechocystis;s__Synechocystis sp. PCC 6803	2	53	55	1	0	1	14	2	180	4	1	2	11	1	1	1	17	1	1	0	0	30	1
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Chroococcales;f__unclassified (derived from Chroococcales);g__Thermosynechococcus;s__Thermosynechococcus elongatus	26	5	1	1	3	79	77	159	169	65	119	123	20	193	209	118	153	73	244	175	123	1	3
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Nostocales;f__Nostocaceae;g__Anabaena;s__Anabaena variabilis	11	5	12	15	1	23	14	48	175	28	48	63	14	69	80	16	26	4	96	82	38	60	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc punctiforme	1	0	0	11	0	1	0	0	101	2	0	1	9	17	2	9	10	0	8	0	28	56	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc sp. PCC 7120	10	5	20	86	11	6	23	70	169	7	31	45	11	30	98	23	47	39	111	63	125	111	3
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Nostocales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis brookii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Oscillatoriales;f__unclassified (derived from Oscillatoriales);g__Arthrospira;s__Arthrospira maxima	0	0	0	0	0	0	0	9	0	3	8	9	12	20	67	1	3	10	17	23	56	20	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Oscillatoriales;f__unclassified (derived from Oscillatoriales);g__Microcoleus;s__Microcoleus chthonoplastes	3	2	0	2	0	0	0	0	0	6	0	0	0	14	0	0	2	0	0	0	0	33	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Oscillatoriales;f__unclassified (derived from Oscillatoriales);g__Trichodesmium;s__Trichodesmium erythraeum	19	5	21	6	3	42	2	0	484	7	25	75	18	108	124	0	11	0	0	0	0	5	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__Prochlorales;f__Prochlorococcaceae;g__Prochlorococcus;s__Prochlorococcus marinus	69	61	80	25	15	18	23	16	178	6	0	4	2	0	1	1	15	3	0	0	0	41	0
k__Bacteria;p__Cyanobacteria;c__unclassified (derived from Cyanobacteria);o__unclassified (derived from Cyanobacteria);f__unclassified (derived from Cyanobacteria);g__Acaryochloris;s__Acaryochloris marina	0	1	0	0	0	0	1	0	84	0	0	0	12	2	0	4	8	0	1	0	0	0	0
k__Bacteria;p__Deferribacteres;c__Deferribacteres (class);o__Deferribacterales;f__Deferribacteraceae;g__Calditerrivibrio;s__Calditerrivibrio nitroreducens	0	0	0	0	0	0	0	77	10	87	58	50	26	75	61	40	92	55	116	116	96	134	1
k__Bacteria;p__Deferribacteres;c__Deferribacteres (class);o__Deferribacterales;f__Deferribacteraceae;g__Deferribacter;s__Deferribacter desulfuricans	30	46	17	49	0	61	28	5	3	16	7	1	3	0	51	14	1	21	0	0	19	0	1
k__Bacteria;p__Deferribacteres;c__Deferribacteres (class);o__Deferribacterales;f__Deferribacteraceae;g__Denitrovibrio;s__Denitrovibrio acetiphilus	2	0	3	6	36	0	0	1	130	19	14	61	72	14	14	0	38	8	2	6	3	17	1
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus deserti	0	0	0	0	0	0	0	0	0	2	0	0	11	0	2	0	22	0	5	0	0	45	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus geothermalis	6	29	23	108	74	110	40	24	173	1	9	0	8	22	36	21	24	0	1	1	0	104	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus radiodurans	285	72	190	147	5	115	141	107	20	108	71	45	15	176	166	0	84	1	7	1	1	32	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__Truepera radiovictrix	81	34	57	110	2	99	50	320	29	202	195	225	82	420	359	271	289	299	449	316	346	186	3
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus ruber	1	0	1	10	0	0	0	1	2	0	75	1	0	3	37	34	30	0	0	0	5	110	0
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus silvanus	153	81	98	9	7	70	88	58	2	48	46	45	7	115	86	53	109	42	120	39	160	134	1
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermus thermophilus	12	2	5	79	0	46	2	0	36	1	0	1	0	0	2	1	3	1	1	2	2	48	1
k__Bacteria;p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus thermophilum	0	1	1	0	1	0	0	133	249	37	40	32	13	116	141	71	90	47	131	123	209	112	2
k__Bacteria;p__Dictyoglomi;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus turgidum	1	0	2	0	0	0	27	1	6	4	1	1	6	2	1	0	5	0	13	1	22	2	3
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia (class);o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__Elusimicrobium minutum	0	0	0	0	0	0	0	7	47	1	30	48	3	68	60	52	89	33	123	79	21	26	2
k__Bacteria;p__Elusimicrobia;c__unclassified (derived from Elusimicrobia);o__unclassified (derived from Elusimicrobia);f__unclassified (derived from Elusimicrobia);g__unclassified (derived from Elusimicrobia);s__uncultured Termite group 1 bacterium	1	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteres (class);o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes	207	0	127	0	6	196	111	128	3	30	73	42	8	83	103	32	45	3	94	51	97	58	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;s__Alicyclobacillus acidocaldarius	14	3	4	3	0	3	3	84	147	115	211	120	85	205	128	69	146	72	60	226	259	195	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__unclassified (derived from Alicyclobacillaceae);s__Bacillus tusciae	8	4	2	1	0	0	1	171	30	105	118	78	74	85	220	78	133	106	174	137	72	81	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;s__Anoxybacillus flavithermus	913	327	448	232	4	445	183	598	219	675	510	494	250	737	1006	550	761	365	1304	838	999	1089	21
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus amyloliquefaciens	226	145	145	76	23	184	585	4284	1079	4517	4091	3261	1602	4951	5659	3847	4518	3375	4202	4388	4081	5220	256
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus anthracis	261	113	198	374	11	256	383	192	296	204	105	81	50	263	229	173	310	243	229	237	298	651	26
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus atrophaeus	3	4	5	5	0	2	146	930	69	787	632	708	349	1121	1610	840	1014	924	1882	1489	1104	1127	36
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cellulosilyticus	21	8	13	7	3	6	14	588	88	553	541	434	263	740	646	484	733	565	1213	707	980	670	22
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	1636	735	905	833	43	738	1098	5257	1448	4456	4279	4111	1753	6465	7288	4069	5329	4073	7939	6152	6328	6893	138
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus clausii	732	289	251	385	96	334	550	2636	1243	2291	1857	1769	808	2966	4025	1814	2363	1571	3956	3007	3762	2640	38
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus coagulans	6	5	7	5	0	4	4	1	0	2	1	0	2	1	3	0	21	0	0	2	2	10	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus coahuilensis	5	0	1	1	0	1	2	0	0	2	0	0	1	0	3	1	2	1	2	0	2	26	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cytotoxicus	826	497	564	693	32	576	553	1302	970	1409	981	1131	507	1544	1857	978	1333	763	1803	1488	1749	1623	32
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus halodurans	965	583	755	463	24	608	770	1875	2069	1449	1632	1371	695	2657	2715	1614	2267	1562	3440	2638	2447	2529	56
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus licheniformis	1159	701	656	760	37	1042	1255	4465	1795	3801	3178	3325	1285	5130	5666	3000	4752	3351	6405	5650	5661	6240	124
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus megaterium	81	36	42	23	4	34	117	2184	231	2017	2051	1714	670	2720	2946	1750	2247	1650	3514	2430	2596	2500	264
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus mycoides	60	58	39	59	6	100	51	10	14	1	1	44	5	20	19	31	0	1	0	65	2	12	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pseudofirmus	27	27	19	79	3	68	26	373	38	278	375	193	80	517	405	241	351	234	613	367	521	330	18
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	169	185	116	205	18	290	522	2208	1121	1591	1633	1483	636	2407	3128	1778	2086	1578	3347	2697	2411	2988	73
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus selenitireducens	11	0	2	1	6	1	5	671	170	564	628	397	260	980	986	542	984	491	1089	951	1132	1009	15
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. B14905	25	10	10	9	6	11	1026	696	162	942	727	436	271	1061	815	737	1159	603	968	1041	1296	1622	31
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. m3-13	7	5	1	3	0	2	0	0	0	0	0	0	19	1	7	0	0	0	0	0	2	5	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. NRRL B-14911	37	11	26	12	0	20	10	979	126	693	759	852	319	1195	1283	576	879	682	1799	1384	1593	1639	12
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. SG-1	83	2	7	6	0	14	11	3	0	5	1	0	0	11	2	5	4	0	1	4	4	27	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	4294	1212	2626	1435	100	1502	2430	4051	1964	3041	2708	3318	1377	4318	6208	2872	4605	2938	6304	5303	5391	5483	104
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	1130	364	443	607	56	421	622	2501	1441	2168	2659	1919	1169	2763	3370	1899	2910	1915	3284	2660	3430	2584	111
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus weihenstephanensis	45	20	33	47	6	66	166	228	156	275	327	359	144	511	625	193	392	258	428	407	345	411	5
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus kaustophilus	32247	6705	16709	5545	77	7760	3876	1455	801	1154	1094	904	371	1166	1644	1028	1275	1059	1503	1632	1369	1891	38
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. C56-T3	11375	2331	5859	1994	29	2609	1191	144	9	183	321	255	104	415	501	208	229	200	670	390	470	363	17
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. G11MC16	10910	2364	5915	2105	34	2810	1417	538	599	379	325	242	95	481	568	462	409	329	752	474	351	438	45
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. WCH70	2597	748	1382	556	8	978	469	1182	380	1138	931	773	280	1524	1447	750	1146	669	1517	1138	1079	1076	26
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. Y4.1MC1	486	196	233	117	3	271	203	733	73	735	721	764	255	1112	1341	670	1007	739	1297	1068	1201	1305	11
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. Y412MC52	20612	4266	10719	3552	51	4806	2072	1076	449	855	729	769	229	1308	1604	521	784	614	1474	1385	1162	1190	26
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus sp. Y412MC61	835	159	412	147	4	187	87	26	0	0	0	0	11	53	40	16	19	48	24	44	20	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus stearothermophilus	17	6	12	3	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus thermodenitrificans	8976	1944	4730	1701	25	2204	1110	823	825	766	795	818	309	1327	1702	835	1187	768	1451	1228	1099	1341	26
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;s__Geobacillus thermoglucosidasius	556	218	254	107	3	227	100	361	30	197	233	297	108	590	328	277	393	240	730	474	436	396	14
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus fusiformis	1	0	0	1	0	1	6	7	0	6	0	0	8	2	58	0	2	0	0	0	0	3	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Lysinibacillus;s__Lysinibacillus sphaericus	8	8	7	6	3	3	513	1764	381	1380	1396	1250	474	2026	2023	1182	1836	1275	2760	2291	2293	2249	21
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;s__Oceanobacillus iheyensis	184	34	88	90	8	48	103	2067	906	1933	1649	1805	664	2353	3030	1622	2218	1653	3406	3358	2800	2861	71
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria grayi	1	0	0	1	0	0	8	39	1	27	13	8	16	32	53	38	31	1	23	44	9	37	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria innocua	61	50	67	22	15	27	2414	3747	814	3507	3288	3374	1478	4676	6043	3432	4887	3419	6852	4956	4985	5571	127
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria ivanovii	0	0	0	0	0	0	0	10	0	3	13	1	7	1	112	0	0	0	0	0	1	2	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	194	136	115	167	60	142	2358	11362	2035	10169	10759	9373	4331	15084	17482	9372	13258	9180	18989	15520	16459	15565	407
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria seeligeri	1	4	1	1	10	0	33	2485	261	2663	2519	1989	813	2958	3310	2289	3394	1976	4146	3678	3998	3530	81
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria welshimeri	209	91	218	245	35	252	1796	6743	686	4624	5133	5055	2126	7778	8232	4732	6366	4313	10544	7590	7827	6196	85
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus brevis	35	28	12	17	0	22	76	1244	564	1217	922	692	327	1277	1627	977	1380	859	1619	1545	1273	1044	16
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus curdlanolyticus	112	171	104	172	7	286	113	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus larvae	13	1	4	5	1	4	16	276	40	161	191	177	87	332	582	168	208	116	562	467	422	403	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa	42	19	30	11	9	19	53	5719	381	3853	4768	5625	2152	7525	10124	3817	5400	3499	10049	9123	8433	7168	145
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sp. JDR-2	58	12	13	7	9	45	50	870	58	624	815	702	300	1161	1630	680	877	618	1955	1821	1204	1309	46
